Possession Length,# Dribbles,# Passes,Ball Distance,Average Ball Speed,Off Player Distances,Off Player Speeds,Def Player Distances,Def Player Speeds,Trigger,Outcome,OutcomeMSG,OutcomeMSGaction,Team Id,Game Id
8.02,6,1,69.06,5.87,"{'e77c0b40-1652-4d89-8daf-a2f6028938dd': 60.98, '561048bb-c412-4d8b-a0bc-27d250a1a431': 87.62, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 71.02, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 55.5, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 69.0}","{'e77c0b40-1652-4d89-8daf-a2f6028938dd': 5.18, '561048bb-c412-4d8b-a0bc-27d250a1a431': 7.45, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 6.04, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 4.72, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 5.87}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 69.5, '82a7f31c-e3b4-4105-8d3e-0e4dcde0f73b': 49.18, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 71.17, 'ff415fa8-89ef-11e6-bc85-a45e60e298d3': 53.55, '1424d944-bd15-4a60-9f13-ebf5e2a67d84': 56.51}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 5.91, '82a7f31c-e3b4-4105-8d3e-0e4dcde0f73b': 4.18, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 6.05, 'ff415fa8-89ef-11e6-bc85-a45e60e298d3': 4.55, '1424d944-bd15-4a60-9f13-ebf5e2a67d84': 4.8}",REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
7.96,8,2,93.55,8.01,"{'986b713a-b20b-4eb0-919e-c859d0508af7': 79.86, 'e77c0b40-1652-4d89-8daf-a2f6028938dd': 72.12, '561048bb-c412-4d8b-a0bc-27d250a1a431': 48.63, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 83.31, '79b83f96-5723-4219-b521-57de6111ee97': 87.55}","{'986b713a-b20b-4eb0-919e-c859d0508af7': 6.84, 'e77c0b40-1652-4d89-8daf-a2f6028938dd': 6.18, '561048bb-c412-4d8b-a0bc-27d250a1a431': 4.17, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 7.14, '79b83f96-5723-4219-b521-57de6111ee97': 7.5}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 77.5, 'f29ca586-3ba3-4010-8a2c-84e54f0737ba': 63.92, '82a7f31c-e3b4-4105-8d3e-0e4dcde0f73b': 72.14, 'ff415fa8-89ef-11e6-bc85-a45e60e298d3': 51.6, '1424d944-bd15-4a60-9f13-ebf5e2a67d84': 54.25}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 6.64, 'f29ca586-3ba3-4010-8a2c-84e54f0737ba': 5.48, '82a7f31c-e3b4-4105-8d3e-0e4dcde0f73b': 6.18, 'ff415fa8-89ef-11e6-bc85-a45e60e298d3': 4.42, '1424d944-bd15-4a60-9f13-ebf5e2a67d84': 4.65}",REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
7.96,6,2,109.14,9.35,"{'986b713a-b20b-4eb0-919e-c859d0508af7': 61.1, 'e77c0b40-1652-4d89-8daf-a2f6028938dd': 84.77, '561048bb-c412-4d8b-a0bc-27d250a1a431': 84.79, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 65.82, '79b83f96-5723-4219-b521-57de6111ee97': 73.77}","{'986b713a-b20b-4eb0-919e-c859d0508af7': 5.23, 'e77c0b40-1652-4d89-8daf-a2f6028938dd': 7.26, '561048bb-c412-4d8b-a0bc-27d250a1a431': 7.26, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 5.64, '79b83f96-5723-4219-b521-57de6111ee97': 6.32}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 85.74, 'f29ca586-3ba3-4010-8a2c-84e54f0737ba': 63.37, '82a7f31c-e3b4-4105-8d3e-0e4dcde0f73b': 85.32, 'ff415fa8-89ef-11e6-bc85-a45e60e298d3': 45.2, '1424d944-bd15-4a60-9f13-ebf5e2a67d84': 62.54}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 7.34, 'f29ca586-3ba3-4010-8a2c-84e54f0737ba': 5.43, '82a7f31c-e3b4-4105-8d3e-0e4dcde0f73b': 7.31, 'ff415fa8-89ef-11e6-bc85-a45e60e298d3': 3.87, '1424d944-bd15-4a60-9f13-ebf5e2a67d84': 5.36}",REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
7.96,6,2,117.67,10.08,"{'986b713a-b20b-4eb0-919e-c859d0508af7': 72.63, 'e77c0b40-1652-4d89-8daf-a2f6028938dd': 71.97, '561048bb-c412-4d8b-a0bc-27d250a1a431': 88.85, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 70.14, '79b83f96-5723-4219-b521-57de6111ee97': 84.08}","{'986b713a-b20b-4eb0-919e-c859d0508af7': 6.22, 'e77c0b40-1652-4d89-8daf-a2f6028938dd': 6.16, '561048bb-c412-4d8b-a0bc-27d250a1a431': 7.61, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 6.01, '79b83f96-5723-4219-b521-57de6111ee97': 7.2}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 76.3, 'f29ca586-3ba3-4010-8a2c-84e54f0737ba': 52.12, '82a7f31c-e3b4-4105-8d3e-0e4dcde0f73b': 52.81, 'ff415fa8-89ef-11e6-bc85-a45e60e298d3': 68.1, '1424d944-bd15-4a60-9f13-ebf5e2a67d84': 55.34}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 6.54, 'f29ca586-3ba3-4010-8a2c-84e54f0737ba': 4.46, '82a7f31c-e3b4-4105-8d3e-0e4dcde0f73b': 4.52, 'ff415fa8-89ef-11e6-bc85-a45e60e298d3': 5.83, '1424d944-bd15-4a60-9f13-ebf5e2a67d84': 4.74}",REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
7.96,4,3,108.3,9.28,"{'986b713a-b20b-4eb0-919e-c859d0508af7': 59.44, 'e77c0b40-1652-4d89-8daf-a2f6028938dd': 63.03, '561048bb-c412-4d8b-a0bc-27d250a1a431': 75.73, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 69.35, '79b83f96-5723-4219-b521-57de6111ee97': 78.39}","{'986b713a-b20b-4eb0-919e-c859d0508af7': 5.09, 'e77c0b40-1652-4d89-8daf-a2f6028938dd': 5.4, '561048bb-c412-4d8b-a0bc-27d250a1a431': 6.49, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 5.94, '79b83f96-5723-4219-b521-57de6111ee97': 6.71}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 56.54, 'f29ca586-3ba3-4010-8a2c-84e54f0737ba': 66.64, '82a7f31c-e3b4-4105-8d3e-0e4dcde0f73b': 74.52, 'ff415fa8-89ef-11e6-bc85-a45e60e298d3': 56.11, '1424d944-bd15-4a60-9f13-ebf5e2a67d84': 53.16}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 4.84, 'f29ca586-3ba3-4010-8a2c-84e54f0737ba': 5.71, '82a7f31c-e3b4-4105-8d3e-0e4dcde0f73b': 6.38, 'ff415fa8-89ef-11e6-bc85-a45e60e298d3': 4.81, '1424d944-bd15-4a60-9f13-ebf5e2a67d84': 4.55}",REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
7.96,6,2,98.02,8.4,"{'986b713a-b20b-4eb0-919e-c859d0508af7': 70.88, '561048bb-c412-4d8b-a0bc-27d250a1a431': 65.01, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 75.53, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 55.65, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 73.7}","{'986b713a-b20b-4eb0-919e-c859d0508af7': 6.07, '561048bb-c412-4d8b-a0bc-27d250a1a431': 5.57, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 6.47, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 4.77, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 6.31}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 44.9, 'f29ca586-3ba3-4010-8a2c-84e54f0737ba': 70.44, '82a7f31c-e3b4-4105-8d3e-0e4dcde0f73b': 56.5, 'ff415fa8-89ef-11e6-bc85-a45e60e298d3': 50.28, '1424d944-bd15-4a60-9f13-ebf5e2a67d84': 59.62}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 3.85, 'f29ca586-3ba3-4010-8a2c-84e54f0737ba': 6.03, '82a7f31c-e3b4-4105-8d3e-0e4dcde0f73b': 4.84, 'ff415fa8-89ef-11e6-bc85-a45e60e298d3': 4.31, '1424d944-bd15-4a60-9f13-ebf5e2a67d84': 5.11}",REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
7.96,5,2,90.38,7.74,"{'986b713a-b20b-4eb0-919e-c859d0508af7': 77.58, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 60.66, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 50.84, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 63.8, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 91.03}","{'986b713a-b20b-4eb0-919e-c859d0508af7': 6.65, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 5.2, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 4.35, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 5.46, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 7.8}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 33.45, 'f29ca586-3ba3-4010-8a2c-84e54f0737ba': 47.93, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 64.91, '1424d944-bd15-4a60-9f13-ebf5e2a67d84': 65.81, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 49.65}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 2.87, 'f29ca586-3ba3-4010-8a2c-84e54f0737ba': 4.11, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 5.56, '1424d944-bd15-4a60-9f13-ebf5e2a67d84': 5.64, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 4.25}",REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
7.96,9,0,89.65,7.68,"{'986b713a-b20b-4eb0-919e-c859d0508af7': 76.64, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 90.58, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 83.48, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 63.59, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 69.42}","{'986b713a-b20b-4eb0-919e-c859d0508af7': 6.56, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 7.76, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 7.15, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 5.45, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 5.95}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 52.6, 'f29ca586-3ba3-4010-8a2c-84e54f0737ba': 70.58, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 77.78, '1424d944-bd15-4a60-9f13-ebf5e2a67d84': 72.15, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 46.36}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 4.51, 'f29ca586-3ba3-4010-8a2c-84e54f0737ba': 6.05, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 6.66, '1424d944-bd15-4a60-9f13-ebf5e2a67d84': 6.18, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 3.97}",REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
7.96,4,1,67.47,5.78,"{'986b713a-b20b-4eb0-919e-c859d0508af7': 56.94, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 73.07, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 79.51, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 59.12, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 48.06}","{'986b713a-b20b-4eb0-919e-c859d0508af7': 4.88, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 6.26, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 6.81, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 5.06, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 4.12}","{'f29ca586-3ba3-4010-8a2c-84e54f0737ba': 57.36, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 81.15, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 51.9, '267de25c-42a5-403a-9fde-0be582ac053b': 46.63, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 64.11}","{'f29ca586-3ba3-4010-8a2c-84e54f0737ba': 4.91, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 6.95, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 4.45, '267de25c-42a5-403a-9fde-0be582ac053b': 3.99, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 5.49}",REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
7.96,5,2,64.71,5.54,"{'986b713a-b20b-4eb0-919e-c859d0508af7': 53.84, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 69.32, '79b83f96-5723-4219-b521-57de6111ee97': 67.37, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 74.9, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 38.47}","{'986b713a-b20b-4eb0-919e-c859d0508af7': 4.61, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 5.94, '79b83f96-5723-4219-b521-57de6111ee97': 5.77, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 6.42, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 3.3}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 65.99, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 79.66, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 77.57, '267de25c-42a5-403a-9fde-0be582ac053b': 38.37, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 46.65}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 5.65, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 6.82, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 6.64, '267de25c-42a5-403a-9fde-0be582ac053b': 3.29, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 4.0}",REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
4.28,3,1,83.21,13.26,"{'986b713a-b20b-4eb0-919e-c859d0508af7': 53.78, '561048bb-c412-4d8b-a0bc-27d250a1a431': 18.67, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 12.08, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 19.17, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 72.16}","{'986b713a-b20b-4eb0-919e-c859d0508af7': 8.57, '561048bb-c412-4d8b-a0bc-27d250a1a431': 2.97, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 1.92, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 3.05, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 11.5}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 66.46, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 42.97, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 71.84, '267de25c-42a5-403a-9fde-0be582ac053b': 49.91, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 61.63}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 10.59, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 6.85, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 11.44, '267de25c-42a5-403a-9fde-0be582ac053b': 7.95, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 9.82}",REB,shot,1.0,76.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
7.96,5,1,109.31,9.36,"{'986b713a-b20b-4eb0-919e-c859d0508af7': 89.83, '561048bb-c412-4d8b-a0bc-27d250a1a431': 97.53, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 66.85, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 81.17, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 61.71}","{'986b713a-b20b-4eb0-919e-c859d0508af7': 7.69, '561048bb-c412-4d8b-a0bc-27d250a1a431': 8.35, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 5.73, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 6.95, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 5.29}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 68.15, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 79.01, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 97.02, '267de25c-42a5-403a-9fde-0be582ac053b': 55.87, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 81.25}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 5.84, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 6.77, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 8.31, '267de25c-42a5-403a-9fde-0be582ac053b': 4.79, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 6.96}",REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
7.96,6,1,116.98,10.02,"{'986b713a-b20b-4eb0-919e-c859d0508af7': 93.32, '561048bb-c412-4d8b-a0bc-27d250a1a431': 88.48, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 62.58, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 82.43, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 63.21}","{'986b713a-b20b-4eb0-919e-c859d0508af7': 7.99, '561048bb-c412-4d8b-a0bc-27d250a1a431': 7.58, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 5.36, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 7.06, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 5.41}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 85.2, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 83.9, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 68.03, '267de25c-42a5-403a-9fde-0be582ac053b': 52.27, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 44.09}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 7.3, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 7.19, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 5.83, '267de25c-42a5-403a-9fde-0be582ac053b': 4.48, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 3.78}",REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
7.56,6,1,96.52,8.7,"{'986b713a-b20b-4eb0-919e-c859d0508af7': 71.23, '561048bb-c412-4d8b-a0bc-27d250a1a431': 68.17, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 74.61, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 68.27, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 91.42}","{'986b713a-b20b-4eb0-919e-c859d0508af7': 6.42, '561048bb-c412-4d8b-a0bc-27d250a1a431': 6.15, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 6.73, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 6.16, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 8.24}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 68.68, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 55.43, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 64.17, '267de25c-42a5-403a-9fde-0be582ac053b': 83.51, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 48.76}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 6.19, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 5.0, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 5.79, '267de25c-42a5-403a-9fde-0be582ac053b': 7.53, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 4.4}",REB,shot,2.0,71.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
7.96,8,1,69.85,5.98,"{'986b713a-b20b-4eb0-919e-c859d0508af7': 65.89, '561048bb-c412-4d8b-a0bc-27d250a1a431': 75.45, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 59.42, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 101.61, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 72.34}","{'986b713a-b20b-4eb0-919e-c859d0508af7': 5.64, '561048bb-c412-4d8b-a0bc-27d250a1a431': 6.46, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 5.09, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 8.7, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 6.2}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 56.4, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 60.1, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 75.91, '267de25c-42a5-403a-9fde-0be582ac053b': 64.86, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 40.45}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 4.83, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 5.15, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 6.5, '267de25c-42a5-403a-9fde-0be582ac053b': 5.56, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 3.46}",REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
3.72,3,0,67.58,12.39,"{'986b713a-b20b-4eb0-919e-c859d0508af7': 35.06, '561048bb-c412-4d8b-a0bc-27d250a1a431': 30.96, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 34.13, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 63.06, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 36.78}","{'986b713a-b20b-4eb0-919e-c859d0508af7': 6.43, '561048bb-c412-4d8b-a0bc-27d250a1a431': 5.67, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 6.26, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 11.56, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 6.74}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 51.8, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 63.55, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 38.02, '267de25c-42a5-403a-9fde-0be582ac053b': 68.68, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 47.49}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 9.49, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 11.65, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 6.97, '267de25c-42a5-403a-9fde-0be582ac053b': 12.59, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 8.7}",REB,shot,1.0,76.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
2.56,3,1,43.59,11.61,"{'986b713a-b20b-4eb0-919e-c859d0508af7': 43.21, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 7.54, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 15.41, '79b83f96-5723-4219-b521-57de6111ee97': 30.77, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 11.22}","{'986b713a-b20b-4eb0-919e-c859d0508af7': 11.51, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 2.01, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 4.1, '79b83f96-5723-4219-b521-57de6111ee97': 8.2, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 2.99}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 30.56, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 30.26, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 13.04, '1424d944-bd15-4a60-9f13-ebf5e2a67d84': 44.45, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 2.83}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 8.14, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 8.06, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 3.47, '1424d944-bd15-4a60-9f13-ebf5e2a67d84': 11.84, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 0.75}",REB,foul,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
7.96,6,3,104.93,8.99,"{'986b713a-b20b-4eb0-919e-c859d0508af7': 84.99, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 59.21, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 68.49, '79b83f96-5723-4219-b521-57de6111ee97': 90.98, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 80.03}","{'986b713a-b20b-4eb0-919e-c859d0508af7': 7.28, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 5.07, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 5.87, '79b83f96-5723-4219-b521-57de6111ee97': 7.79, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 6.86}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 68.02, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 82.74, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 72.14, '1424d944-bd15-4a60-9f13-ebf5e2a67d84': 52.11, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 56.16}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 5.83, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 7.09, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 6.18, '1424d944-bd15-4a60-9f13-ebf5e2a67d84': 4.46, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 4.81}",REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
